name,description
High CO2 price,"High CO2 price portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, high co2 price, mitigation pathway, policy scenario, technology scenario"
Low CO2 price,"Low CO2 price represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, low co2 price, mitigation pathway, policy scenario, technology scenario"
Policy baseline,"Policy baseline represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy baseline, policy scenario, technology scenario"
DISCRATE_Ref_dr2p,"DISCRATE_Ref_dr2p envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, discrate, dr2p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, ref, technology scenario"
DISCRATE_Ref_dr3p,"DISCRATE_Ref_dr3p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, discrate, dr3p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, ref, technology scenario"
DISCRATE_Ref_dr4p,"DISCRATE_Ref_dr4p represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: climate scenario, discrate, dr4p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, ref, technology scenario"
DISCRATE_Ref_dr5p,"DISCRATE_Ref_dr5p portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, discrate, dr5p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, ref, technology scenario"
DISCRATE_cb1000_cdrall_dr2p,"DISCRATE_cb1000_cdrall_dr2p envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: cb1000, cdrall, climate scenario, discrate, dr2p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
DISCRATE_cb1000_cdrall_dr3p,"DISCRATE_cb1000_cdrall_dr3p illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: cb1000, cdrall, climate scenario, discrate, dr3p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
DISCRATE_cb1000_cdrall_dr4p,"DISCRATE_cb1000_cdrall_dr4p describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: cb1000, cdrall, climate scenario, discrate, dr4p, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
